x,y
234,429
162,25
397,95
277,276
322,284
169,454
123,73
469,154
214,224
474,73
46,331
27,487
452,233
250,261
313,33
102,32
40,494
249,187
19,24
282,239
467,37
195,242
367,346
172,395
298,146
324,113
491,170
268,190
373,33
426,337
79,175
429,18
464,410
423,109
194,237
245,498
236,51
276,52
384,415
289,281
460,277
212,187
217,372
389,417
86,15
194,61
250,185
32,147
277,156
106,413
293,3
63,120
159,458
337,145
490,180
112,201
457,434
427,434
424,3
9,269
152,361
477,102
395,469
234,345
79,126
234,410
133,82
35,275
172,432
167,271
134,477
416,24
456,272
220,260
255,8
91,491
253,149
459,95
64,149
361,216
329,239
451,183
489,175
30,498
47,468
80,341
280,82
93,45
19,456
399,273
39,34
391,245
300,231
441,51
458,267
378,112
345,96
93,435
293,112
111,351
137,317
191,211
402,47
483,227
460,371
360,489
170,317
492,369
57,259
183,459
97,479
109,222
128,412
62,338
492,184
295,119
410,412
291,130
125,268
430,340
19,351
208,467
138,403
79,7
360,149
439,222
101,8
208,163
104,422
157,68
327,488
202,65
157,229
209,39
151,300
410,328
229,294
46,212
433,355
269,45
65,311
72,266
169,292
145,126
460,117
256,441
169,282
432,164
119,419
359,131
348,152
205,264
75,132
192,306
439,427
112,65
424,282
196,414
207,389
109,305
386,130
163,467
274,383
127,492
316,399
404,193
219,292
371,420
387,91
25,54
405,273
421,183
407,391
382,367
165,222
407,311
237,165
77,446
411,340
452,364
256,244
415,233
352,170
64,36
290,23
470,153
191,398
492,431
485,419
214,373
368,41
356,56
459,140
152,378
269,68
459,309
391,183
356,358
330,281
208,459
178,369
182,112
19,102
40,163
163,134
17,99
243,253
273,121
236,201
380,143
379,366
385,191
9,29
384,85
251,44
109,239
294,99
63,22
446,289
491,161
328,334
455,456
499,156
2,218
312,354
300,222
46,18
385,116
152,33
349,296
404,452
84,474
323,439
372,377
86,91
149,147
41,363
80,14
269,214
142,10
216,53
287,314
410,314
163,159
24,433
263,440
114,182
78,485
416,3
27,325
294,369
393,164
395,491
97,406
104,84
277,298
301,230
283,5
46,400
157,438
387,40
244,16
298,379
26,409
291,213
110,194
81,171
273,340
281,64
495,80
227,398
155,164
240,97
355,161
356,257
402,24
135,99
246,231
485,320
82,399
267,80
268,337
32,324
421,294
238,21
458,203
282,1
305,465
90,42
400,201
125,170
284,400
453,322
34,332
23,457
421,205
111,420
130,255
434,2
36,196
399,442
182,61
329,122
79,322
330,182
266,150
241,228
344,438
294,429
301,154
161,345
465,206
312,111
398,375
322,219
183,389
26,390
40,16
413,17
12,492
127,222
7,105
350,309
389,151
2,325
327,284
162,208
290,310
320,262
147,470
82,135
230,69
130,343
136,366
85,17
155,183
2,88
486,185
171,95
146,64
319,387
206,461
373,255
212,482
232,363
153,315
62,302
141,224
47,436
30,15
227,425
380,304
433,475
188,24
192,357
144,234
28,308
95,98
499,482
383,333
249,453
161,99
218,288
475,298
219,102
84,384
254,411
281,150
432,105
40,372
411,452
237,105
157,340
275,460
350,281
186,180
293,227
268,363
278,464
11,129
282,262
471,458
486,397
477,9
78,341
294,172
70,164
108,493
388,124
96,301
152,111
466,344
218,68
208,196
457,218
111,482
477,420
140,178
252,172
413,23
207,180
176,387
151,233
72,40
297,375
473,493
195,408
292,108
167,112
394,68
362,112
288,133
298,174
180,493
194,99
409,487
10,373
484,301
154,94
450,232
66,439
443,207
274,169
142,48
404,179
325,284
61,21
499,470
135,119
215,264
329,337
134,251
196,70
311,425
423,25
71,56
467,360
45,221
392,302
388,175
234,432
476,30
367,28
115,105
209,72
482,311
463,237
497,420
330,113
232,289
482,80
401,253
1,224
5,452
97,109
315,96
438,444
412,167
69,183
22,485
52,361
439,130
195,476
479,458
78,312
55,130
368,272
485,235
335,110
201,227
182,38
496,173
482,178
304,101
243,448
59,412
366,169
219,4
367,474
495,261
485,306
300,93
15,152
55,179
47,215
253,375
406,384
208,465
128,21
473,443
303,309
82,196
144,71
78,64
478,309
291,148
385,488
181,245
387,477
417,123
482,118
231,282
425,56
379,81
309,26
385,421
298,29
206,315
369,203
59,119
133,401
462,67
195,474
279,182
43,91
113,12
7,323
95,341
286,39
404,250
214,6
250,353
215,262
88,409
246,203
256,78
167,112
457,441
112,81
101,68
99,345
365,59
257,236
195,434
340,39
7,359
53,473
430,339
83,261
312,224
57,341
320,111
416,287
21,247
307,361
262,251
451,73
259,45
55,397
296,340
87,378
118,53
160,380
88,196
273,478
243,213
107,98
42,310
467,355
386,55
494,19
109,310
47,131
96,140
48,29
229,10
442,465
442,379
476,72
384,81
406,297
264,386
147,10
372,491
128,221
465,25
94,304
273,30
232,363
496,421
248,292
395,70
441,392
384,339
440,270
225,234
256,155
406,427
414,183
118,184
131,278
471,27
149,366
126,113
82,51
24,13
141,138
17,38
266,413
94,443
262,133
351,492
85,293
401,181
123,222
472,469
330,411
322,233
216,220
352,417
331,298
450,27
105,238
68,378
87,426
67,41
333,330
312,101
232,332
85,130
23,455
85,47
60,205
494,87
347,143
352,430
257,318
48,141
55,190
337,339
18,325
369,48
464,479
157,419
133,257
264,104
480,470
354,141
455,238
15,438
287,461
411,372
481,147
78,423
381,363
286,442
88,237
89,328
397,332
129,27
488,264
277,116
403,207
166,457
98,354
68,298
406,297
299,189
110,54
239,44
318,350
174,283
451,355
389,186
168,176
320,469
74,457
316,425
364,416
101,212
410,48
492,468
303,491
52,346
193,2
76,357
296,242
425,232
20,409
442,14
144,239
25,69
476,320
390,287
380,27
140,59
178,309
172,235
86,16
419,209
153,281
449,312
346,413
38,124
271,125
383,90
485,490
43,91
404,273
191,364
32,295
118,85
300,492
222,325
49,60
368,404
135,210
252,30
198,172
365,143
221,164
137,187
357,276
187,458
326,458
486,383
311,105
200,477
407,336
477,435
261,217
182,424
9,181
237,151
41,223
325,193
89,213
301,209
204,322
342,193
108,377
371,437
278,375
31,43
304,435
48,244
136,314
175,411
473,126
295,121
184,26
41,393
338,364
443,426
177,433
167,145
417,421
92,331
362,109
451,440
383,429
439,385
185,344
302,408
13,442
65,61
214,22
454,452
291,21
238,196
142,145
455,398
349,407
112,36
113,455
353,52
159,419
66,212
31,335
105,271
418,215
284,3
317,428
253,50
134,26
102,286
61,297
184,326
380,200
186,287
6,394
68,76
222,298
117,318
233,60
480,173
400,100
342,242
484,370
216,462
180,455
253,323
473,162
17,320
417,475
230,420
459,378
83,138
128,484
89,281
186,385
33,401
222,299
164,61
342,380
467,225
262,460
445,309
291,256
87,187
267,357
139,436
332,162
157,299
246,42
368,230
472,66
493,134
463,78
98,287
65,108
292,311
107,276
281,319
67,83
479,498
92,220
120,145
174,141
472,165
447,473
458,497
187,408
480,87
163,467
368,161
255,482
147,155
273,92
133,6
72,46
396,172
324,205
11,451
208,442
317,447
289,199
159,176
405,52
454,38
337,99
15,234
378,206
125,488
302,379
457,416
222,385
253,176
378,278
149,102
400,340
292,334
462,457
30,105
231,442
463,112
446,6
5,442
32,249
212,109
466,253
386,128
342,242
317,346
265,344
373,162
242,287
333,321
497,153
185,246
266,433
139,419
490,19
425,406
192,273
376,87
334,223
239,216
449,412
272,91
26,486
429,241
324,185
233,239
324,22
16,118
460,226
365,302
307,245
321,459
81,31
368,217
349,442
52,414
456,466
160,179
376,397
453,82
455,96
361,292
220,319
377,149
342,238
168,461
207,316
274,178
128,273
240,474
61,474
475,177
63,414
84,78
458,411
31,162
174,427
339,109
448,317
58,103
152,422
117,403
194,498
204,494
243,109
212,264
471,100
382,429
180,413
184,209
327,173
227,222
230,254
242,413
99,151
409,269
74,379
251,432
51,76
220,83
37,235
13,344
191,24
73,55
292,406
433,261
118,211
176,359
321,265
299,258
355,398
94,97
202,463
419,495
55,24
305,374
146,398
343,175
353,456
367,281
36,407
479,309
381,448
399,35
62,474
175,456
398,121
63,200
498,115
53,347
171,242
404,40
242,62
238,67
457,129
10,362
420,210
131,405
234,121
362,339
283,115
492,215
375,154
345,237
286,276
256,183
208,70
343,45
428,295
352,199
131,119
102,252
55,312
498,61
89,388
167,101
218,95
105,69
187,443
40,376
83,95
126,362
127,256
431,179
40,393
496,60
438,366
337,58
28,299
215,238
260,291
7,240
38,189
258,103
174,78
251,124
224,423
143,276
235,76
238,278
473,177
193,251
198,137
385,15
408,278
103,472
109,438
428,350
198,143
494,199
142,372
160,53
75,417
4,115
460,249
413,465
301,33
402,458
147,367
359,493
279,302
334,130
46,417
77,144
49,146
144,56
105,50
270,251
182,245
71,399
406,168
110,479
397,389
291,328
499,25
140,440
231,382
357,251
434,287
217,448
443,334
470,99
426,375
124,196
408,272
118,73
435,486
406,227
33,90
420,141
135,458
470,46
287,169
102,310
307,178
379,384
123,467
484,401
26,312
439,258
331,416
429,157
29,12
299,320
488,351
52,320
253,174
496,74
349,306
51,99
161,52
35,327
230,141
426,280
199,329
144,345
392,356
71,393
259,429
124,425
325,299
55,434
78,398
221,49
81,34
490,364
98,91
228,271
485,308
386,297
200,221
130,124
492,132
428,199
88,440
221,426
280,73
201,239
79,193
453,281
189,256
430,198
67,314
151,346
380,416
38,499
416,136
67,41
368,235
198,23
360,336
293,447
475,296
46,292
253,483
7,73
483,208
445,460
262,193
306,233
408,100
351,122
181,59
498,189
295,199
79,96
56,325
478,197
5,1
296,54
106,39
446,210
436,249
54,221
411,33
79,94
397,476
148,375
127,250
86,484
467,342
23,119
431,323
361,335
388,472
258,359
214,434
378,448
443,254
64,345
93,432
145,358
399,132
189,219
424,465
219,34
392,223
491,220
149,196
188,364
408,30
428,107
437,144
27,42
492,93
311,330
430,39
193,26
78,342
151,275
352,179
380,25
394,349
128,391
25,159
248,295
392,187
225,385
129,73
387,155
237,399
223,492
30,153
144,181
419,200
241,14
235,180
316,23
483,247
134,497
176,252
312,134
440,39
484,250
450,70
28,149
234,184
44,56
494,324
230,471
42,11
129,461
56,149
414,4
423,184
46,234
52,472
304,88
153,431
477,144
58,370
309,136
348,238
348,369
392,408
256,120
423,323
215,247
175,159
417,261
128,305
478,240
498,482
101,298
204,220
404,37
53,126
223,474
141,283
380,283
236,416
467,150
485,326
331,83
96,46
326,392
176,66
120,454
491,270
358,44
121,221
10,392
280,300
490,147
163,127
31,7
159,115
393,4
454,205
53,15
289,350
366,4
332,498
401,96
275,271
293,419
420,333
332,193
275,98
228,443
83,420
156,228
342,243
244,477
462,113
64,446
462,153
224,325
84,386
26,364
191,462
1,55
90,111
218,71
73,254
289,331
130,95
426,221
147,52
12,461
254,11
258,138
320,186
192,497
12,81
484,69
488,379
72,236
4,296
91,256
237,27
488,266
195,226
281,109
2,56
421,224
99,113
480,496
280,170
7,4
76,178
351,491
436,229
191,472
392,434
475,97
409,164
64,245
403,367
214,429
457,441
60,350
417,193
8,55
263,154
101,487
272,5
444,473
58,134
361,477
191,20
443,405
146,143
2,393
265,215
93,383
246,377
434,163
213,233
184,46
465,424
249,434
342,419
494,72
13,441
108,318
30,214
336,243
35,148
445,351
290,142
440,388
47,97
385,271
173,429
414,158
489,397
428,251
158,52
421,223
207,14
409,134
190,333
492,292
118,482
414,468
48,288
35,248
89,483
81,219
156,180
50,393
254,321
432,128
484,422
332,99
123,437
63,170
108,467
191,84
206,115
248,298
373,121
144,459
380,388
144,343
484,101
410,200
414,178
141,6
12,194
237,236
278,352
58,289
137,307
306,114
443,281
175,415
323,412
215,53
403,304
121,363
256,276
345,130
6,350
324,186
322,216
254,456
486,223
454,99
456,344
110,378
120,39
194,448
204,171
191,410
58,362
261,259
447,170
240,354
180,401
215,329
238,48
54,266
332,462
473,438
5,44
188,236
156,168
112,239
91,230
399,461
402,78
248,187
43,36
258,1
230,497
487,469
346,153
289,74
91,351
96,6
52,357
362,58
110,11
488,113
185,400
413,458
148,47
186,117
480,26
326,263
173,86
8,455
185,29
71,200
378,200
328,255
428,36
353,22
429,195
473,335
479,428
447,89
147,288
388,382
165,431
14,18
375,187
344,48
403,181
306,228
169,201
64,358
145,163
423,85
85,181
469,173
496,350
134,150
398,472
10,52
383,113
64,322
274,296
246,194
125,139
124,253
148,139
306,383
40,269
258,471
124,444
359,449
62,442
87,299
311,155
35,189
72,272
246,390
443,439
75,293
382,183
147,179
182,494
68,467
409,209
242,192
221,427
462,492
374,421
154,196
423,55
492,128
89,70
246,246
490,240
497,420
422,67
379,294
23,12
59,287
21,218
375,299
69,345
176,345
10,425
121,354
434,243
480,244
173,196
284,395
133,293
118,376
233,36
35,0
305,369
283,143
325,257
499,277
364,40
372,44
391,256
424,254
352,339
347,101
9,38
34,349
393,309
486,387
280,303
284,45
227,269
248,236
62,105
23,448
306,366
309,30
417,309
98,1
122,497
162,409
451,428
479,184
372,445
108,262
348,170
43,231
273,403
213,180
113,396
462,488
186,478
167,154
342,40
31,78
25,215
323,282
437,69
1,494
246,324
333,63
103,373
483,490
88,190
323,212
52,492
379,430
452,451
321,138
228,273
191,397
214,327
296,316
248,252
1,409
106,316
20,159
336,177
492,265
74,465
257,93
355,483
229,368
463,206
481,166
223,2
264,460
434,37
20,168
261,304
175,126
421,236
108,215
45,388
59,299
86,332
371,374
141,246
170,17
19,346
20,17
477,482
309,442
255,186
387,493
186,475
214,37
493,8
290,30
62,492
390,416
434,320
76,39
121,202
208,422
130,178
323,436
135,485
421,2
352,436
432,396
164,467
401,329
350,273
290,372
81,234
487,71
399,362
333,225
270,60
408,292
24,274
330,398
67,123
360,338
393,316
306,93
159,233
435,97
461,234
171,163
162,383
148,255
219,61
136,350
128,73
363,213
24,360
332,337
333,493
113,147
249,81
102,480
442,179
444,440
68,285
278,110
423,298
319,171
180,468
280,118
487,120
384,181
366,2
211,301
137,146
430,301
374,210
63,149
16,371
256,163
234,235
311,104
180,25
42,491
355,176
365,93
315,17
165,270
52,304
222,31
3,359
16,280
225,148
336,260
475,185
254,100
405,255
434,423
399,146
243,472
337,443
35,379
443,92
463,332
117,164
103,17
365,468
322,415
19,468
4,30
338,419
161,212
207,268
285,90
73,392
152,498
20,82
248,347
48,259
291,448
480,465
180,248
74,70
43,350
96,42
262,167
71,478
346,333
450,325
462,42
218,140
339,100
203,192
155,295
494,328
392,481
315,131
278,13
455,283
35,104
21,146
288,337
4,241
176,133
352,307
13,52
173,435
138,438
298,386
213,360
292,99
25,2
331,155
207,27
318,338
266,98
102,451
375,223
170,104
70,254
483,156
370,165
418,7
46,130
197,18
198,198
169,332
64,251
326,180
295,102
233,491
247,44
371,297
132,448
41,119
83,207
201,399
243,310
187,405
345,292
200,275
87,195
234,221
296,443
67,403
338,39
61,205
431,121
375,390
327,383
171,314
77,133
416,15
431,75
20,338
2,315
200,252
18,135
182,118
231,110
137,446
90,76
439,273
236,173
311,486
367,46
474,196
322,396
189,491
260,52
47,226
176,51
191,356
298,350
312,37
113,133
432,307
87,185
482,275
5,46
349,6
127,307
357,135
427,359
185,380
135,393
144,30
124,377
82,26
286,451
280,469
52,373
323,148
478,220
83,232
381,255
363,285
464,185
225,425
453,380
385,241
127,126
362,373
255,316
96,287
127,491
499,409
250,188
459,489
122,489
39,269
395,386
208,445
134,195
19,253
13,397
140,456
134,243
414,356
468,90
378,289
62,183
140,119
244,50
340,65
36,474
74,473
169,118
180,396
492,84
47,167
335,210
122,437
462,361
261,9
437,315
386,343
130,228
333,360
302,104
199,114
461,119
22,75
141,245
278,177
59,172
474,363
98,58
369,125
158,382
49,263
269,182
36,85
482,8
136,71
57,143
165,235
492,263
189,314
247,152
334,76
394,34
427,377
336,459
380,93
403,29
32,317
192,81
121,245
59,130
154,154
321,201
428,424
58,282
247,214
313,456
283,261
383,322
192,47
33,458
287,77
95,82
310,98
36,332
10,410
328,140
477,162
296,86
109,209
123,87
171,381
235,181
219,293
351,392
309,405
401,58
451,226
173,153
112,90
379,255
76,345
261,266
134,429
497,462
335,135
499,487
194,23
253,261
200,132
59,171
210,390
47,373
66,345
408,179
187,165
130,315
184,457
42,258
357,65
112,110
299,183
7,395
297,192
386,298
194,306
370,434
55,239
184,458
268,472
242,309
111,47
231,321
71,273
155,403
119,201
465,353
116,377
46,228
46,341
255,387
264,77
389,469
254,196
184,177
270,48
68,51
415,27
494,397
13,41
57,246
250,171
162,91
103,426
296,53
155,402
13,329
287,454
345,13
84,351
476,447
346,488
434,12
126,152
306,378
83,207
45,73
188,396
40,318
479,79
282,174
377,448
481,315
230,199
344,409
465,157
176,476
45,185
397,235
402,114
4,186
176,350
58,429
429,412
483,329
216,366
351,124
92,426
41,345
86,336
127,279
444,34
297,237
123,483
178,327
264,379
231,389
142,24
211,484
129,70
357,117
206,83
168,308
388,460
432,386
235,434
453,196
227,207
353,350
206,478
412,431
91,121
372,494
360,47
214,493
181,85
44,222
95,158
227,450
120,435
459,495
220,247
16,446
253,400
250,365
14,354
377,8
270,467
418,167
483,318
19,186
81,181
46,88
4,390
415,361
240,355
160,82
211,484
495,369
252,77
62,152
311,81
468,322
225,498
155,177
168,159
424,415
455,317
258,294
140,331
456,54
103,320
337,406
149,469
253,235
25,465
52,165
174,313
394,188
18,179
336,349
322,131
266,20
84,78
70,258
314,42
47,81
114,298
75,287
435,168
241,444
416,421
91,397
325,341
485,42
191,314
325,327
331,455
484,316
11,464
385,236
399,288
326,16
346,415
192,68
9,61
165,195
343,228
362,413
466,121
110,167
108,479
240,408
194,306
216,46
18,375
79,222
296,67
324,441
349,121
110,381
201,478
37,232
253,67
400,388
18,443
446,449
350,389
490,401
368,188
124,221
93,122
118,4
305,283
100,157
369,498
323,199
338,449
212,244
472,459
322,90
399,458
304,499
240,52
428,292
155,101
196,57
39,19
244,279
487,493
177,11
92,382
360,72
55,213
322,226
347,329
209,60
417,234
413,374
147,261
392,235
405,13
487,364
100,13
215,360
115,304
242,451
128,454
361,307
288,431
47,52
153,151
216,84
254,467
174,210
79,27
360,307
357,382
244,32
207,343
209,152
330,245
408,186
261,113
499,468
414,255
14,482
338,199
342,50
397,260
277,262
310,201
186,160
187,245
67,419
185,459
156,407
493,419
322,48
299,84
482,205
225,203
430,392
100,337
414,420
408,135
338,51
274,2
492,381
127,280
417,110
473,293
287,342
341,64
105,431
304,125
121,135
228,382
448,265
295,117
253,486
438,481
359,119
274,478
393,470
97,39
472,125
403,38
469,310
140,283
224,178
254,476
148,438
441,148
119,417
498,241
248,71
68,207
14,297
23,13
81,48
360,32
214,360
247,35
354,358
265,349
365,7
277,34
74,366
467,223
460,9
315,50
82,421
331,473
235,348
342,65
498,38
394,307
22,363
221,15
300,415
478,82
131,397
259,187
382,164
35,16
72,112
492,428
302,408
31,281
62,493
260,483
280,269
315,246
496,2
270,353
451,104
54,379
151,108
139,454
9,80
409,155
164,11
213,156
140,467
170,212
439,458
413,134
357,23
219,273
56,213
208,439
105,5
367,430
340,16
239,255
481,69
191,9
451,141
194,496
339,385
205,285
438,87
146,160
408,399
313,378
423,406
337,282
163,380
89,111
54,203
103,269
282,53
6,83
408,194
406,429
349,162
417,449
132,181
231,338
304,371
168,476
464,50
295,108
7,459
313,361
372,337
251,25
463,210
462,440
208,178
14,461
63,31
459,360
426,21
5,289
77,29
334,71
367,155
278,214
231,234
330,213
31,120
448,227
482,103
217,278
478,178
405,217
107,27
199,419
377,84
287,70
220,438
316,389
84,410
74,442
241,150
170,220
288,297
171,75
408,388
259,461
101,102
366,419
338,410
57,463
14,307
160,195
247,404
126,289
364,140
183,248
12,31
165,85
177,367
413,181
333,214
259,187
184,309
222,482
373,68
74,240
249,487
35,242
386,94
294,413
37,18
255,171
319,283
94,482
495,375
331,384
76,298
236,91
4,181
207,311
161,350
480,252
269,136
39,267
89,123
259,258
151,433
279,458
175,220
12,492
373,100
322,376
418,104
442,120
71,138
116,185
350,355
429,200
471,389
117,38
87,96
0,94
85,108
497,464
435,274
315,311
276,303
221,392
106,470
247,17
485,215
122,361
362,480
384,483
260,371
343,158
377,254
213,450
220,218
457,283
137,18
249,330
173,236
60,272
380,257
242,369
50,163
145,402
172,155
282,357
442,409
256,372
439,262
28,189
360,269
414,190
494,354
65,391
290,405
455,335
391,269
186,305
316,247
348,461
371,302
40,268
392,198
355,163
232,383
460,186
77,116
146,377
106,457
247,13
360,373
260,3
89,432
369,405
132,45
378,191
422,392
256,465
365,425
315,411
225,458
243,285
89,400
494,414
420,488
479,219
431,324
270,16
306,491
12,49
171,470
188,142
489,352
294,52
355,460
347,109
172,499
466,407
390,29
183,298
151,386
148,433
258,32
145,183
433,190
426,91
134,342
277,318
456,319
451,336
109,17
93,103
45,427
314,276
375,492
316,450
410,285
204,188
489,13
357,91
324,484
252,143
160,101
276,54
367,225
312,198
57,310
247,271
412,447
391,383
95,266
303,100
442,123
132,350
389,182
295,61
137,482
303,5
18,348
471,169
215,93
41,150
301,3
13,374
233,391
65,141
450,245
252,258
457,183
119,175
369,53
376,163
483,30
432,140
195,226
122,244
78,347
292,149
318,84
365,51
49,116
88,207
149,133
150,351
279,110
380,56
309,379
308,199
310,314
290,136
195,374
329,385
65,58
65,354
468,125
460,270
134,246
110,375
145,53
245,37
307,35
479,10
97,340
73,74
179,466
13,98
383,151
95,359
407,347
249,94
317,455
141,50
79,454
81,359
405,341
452,104
105,484
370,392
167,104
180,487
369,275
262,21
376,159
36,389
248,341
218,414
294,2
224,131
329,280
373,482
342,232
406,178
122,361
416,436
378,490
452,67
381,325
15,276
38,467
133,166
17,234
232,409
252,337
223,382
65,113
221,163
196,358
79,121
383,360
307,47
180,397
209,344
115,385
242,458
301,463
38,213
29,323
324,354
378,165
436,204
110,129
57,493
62,374
248,349
218,79
65,36
81,284
203,374
69,9
192,280
399,293
250,436
348,105
368,354
255,287
458,414
110,19
131,180
476,268
160,261
223,487
442,395
196,474
108,389
125,92
259,305
112,497
60,20
79,87
135,6
356,291
482,66
55,377
479,169
197,201
95,56
369,429
145,267
155,283
5,455
346,93
471,205
492,458
339,88
381,267
264,10
417,134
43,412
9,375
370,184
96,171
300,231
109,45
41,99
150,432
415,163
463,55
177,469
294,217
39,308
362,128
435,392
339,310
6,147
426,7
243,344
497,416
285,60
460,150
432,291
309,60
118,401
324,73
126,119
495,184
268,100
426,8
14,243
430,388
498,116
242,62
387,103
84,4
462,135
411,161
48,436
31,305
131,446
426,86
148,483
400,391
351,437
20,488
104,284
478,187
382,443
6,366
196,118
195,495
58,271
113,20
495,344
110,118
97,317
289,392
119,46
291,83
48,465
24,189
133,127
430,114
301,19
414,315
377,262
243,49
187,357
45,391
334,447
53,485
112,299
149,456
30,326
74,328
80,281
416,287
467,439
147,394
21,76
160,90
334,4
238,33
233,70
318,298
245,402
384,204
474,150
230,492
475,101
10,70
428,449
77,162
170,499
152,48
300,283
308,167
476,268
138,266
192,125
255,119
422,395
299,326
254,134
58,28
211,184
171,395
463,59
489,3
255,64
377,333
458,6
311,277
429,36
88,268
351,311
249,182
66,221
58,87
450,116
442,414
107,249
70,275
355,269
152,192
347,272
335,381
488,473
306,452
335,168
236,469
234,360
342,159
262,294
177,464
92,2
392,169
388,284
196,57
30,385
42,137
265,218
170,165
261,251
366,314
367,214
372,46
93,382
220,213
411,364
415,183
425,345
461,444
381,206
465,299
338,280
176,259
448,81
311,234
202,182
261,175
94,32
467,344
341,385
193,407
63,99
342,148
488,493
264,324
414,231
363,421
271,63
339,116
240,143
139,430
362,139
261,294
95,365
279,482
297,15
338,263
91,309
411,275
437,496
299,496
195,346
144,263
402,486
124,429
304,431
235,87
241,393
158,123
22,356
27,5
18,98
263,250
454,159
369,414
137,468
6,257
59,454
327,405
9,436
450,229
82,238
166,96
56,73
377,175
118,191
131,457
126,24
198,235
60,219
30,66
335,83
36,316
121,51
304,196
201,350
476,166
376,50
137,116
58,361
152,82
13,206
18,40
44,14
277,349
425,110
340,89
387,392
406,497
216,44
96,317
112,362
5,244
493,238
341,498
399,365
427,412
442,149
211,142
367,230
213,383
242,407
321,276
253,266
253,102
349,364
481,392
143,115
361,302
71,232
152,378
486,99
321,498
243,10
235,177
482,30
133,450
422,84
206,373
291,173
353,143
277,123
26,324
259,136
384,102
334,39
40,206
31,432
384,158
243,461
161,476
366,306
22,261
291,19
64,451
199,24
278,93
189,462
370,79
144,109
194,81
80,324
98,370
23,252
96,442
31,394
59,420
406,74
250,430
382,406
4,209
303,204
187,133
205,326
166,239
221,346
243,17
135,175
1,438
340,232
67,151
113,252
99,421
239,423
263,310
146,50
116,257
83,228
191,436
492,343
82,158
226,404
106,262
63,340
143,151
300,179
493,112
42,132
51,30
90,17
96,233
116,150
65,86
252,96
462,209
479,114
387,438
94,152
366,388
363,393
334,260
303,122
397,437
393,251
367,72
26,66
335,434
87,154
415,478
140,333
140,58
157,425
16,113
92,81
448,412
341,206
385,334
368,215
91,269
365,240
342,488
295,399
311,277
196,86
406,454
466,303
469,460
218,297
208,242
96,296
160,448
495,194
79,219
490,465
399,448
452,48
66,352
494,68
188,359
269,74
397,285
469,21
94,16
441,306
303,397
35,344
471,375
139,71
274,329
137,74
13,245
43,363
310,118
262,362
278,466
217,451
477,321
347,390
29,118
490,483
26,9
71,90
16,266
126,443
177,121
87,459
3,297
332,361
404,430
308,426
364,435
404,463
28,416
354,378
272,254
58,258
183,26
446,315
262,158
210,111
220,297
358,124
170,44
95,360
486,110
365,420
309,477
333,359
139,447
246,438
272,277
231,195
405,10
166,96
115,273
427,200
135,118
86,42
109,445
4,282
236,372
19,173
257,53
50,235
436,343
73,151
23,94
349,211
142,493
496,404
63,91
273,411
451,210
139,251
370,362
32,60
445,95
209,474
265,465
113,420
363,253
274,122
279,174
241,348
76,112
408,230
190,344
187,420
14,257
217,327
428,107
448,67
193,78
78,484
304,348
186,470
245,373
15,272
248,46
108,469
99,60
131,244
386,266
115,334
294,498
243,375
301,322
27,313
27,421
39,398
61,276
37,101
8,228
421,481
318,145
92,216
73,393
317,196
163,232
237,428
46,393
259,342
230,219
423,5
59,123
287,275
446,428
279,107
172,343
483,182
152,350
395,32
147,448
84,126
4,360
302,230
440,12
246,289
444,53
304,331
432,71
355,466
454,92
159,330
112,411
231,404
104,196
382,394
205,303
128,333
110,411
105,488
312,385
230,467
235,13
60,10
37,274
474,366
127,425
327,409
282,488
341,470
222,278
66,191
195,478
331,401
172,453
234,20
113,472
256,82
263,385
262,82
435,191
366,384
464,87
127,476
48,426
15,175
108,421
136,24
323,253
131,249
269,239
256,246
365,393
24,313
310,332
7,308
233,383
18,405
271,28
475,51
377,106
413,132
74,212
265,51
389,210
368,90
42,156
310,473
489,0
444,259
293,273
286,359
124,10
436,227
270,87
89,175
294,485
389,386
486,357
65,421
1,225
197,442
181,283
167,442
118,135
292,144
118,16
22,458
50,195
102,122
399,279
102,175
79,362
46,498
72,1
427,81
171,259
76,454
319,288
348,481
480,326
364,237
212,480
0,297
444,302
255,4
274,199
150,468
0,357
59,448
120,387
390,58
137,314
145,94
451,136
364,265
259,433
25,409
298,109
410,164
492,411
27,207
127,498
245,320
273,30
101,196
35,428
293,177
308,35
459,6
4,185
169,317
298,386
117,229
66,378
47,462
480,323
376,42
260,369
125,396
199,156
329,350
183,170
427,176
103,123
311,409
143,313
6,330
330,100
324,409
224,381
123,398
321,192
196,104
324,173
43,24
137,322
18,423
443,22
121,133
185,67
395,242
142,306
257,481
355,411
415,2
95,441
175,491
325,380
191,239
174,448
33,39
201,120
481,324
443,275
45,95
190,29
75,124
191,48
42,341
450,366
232,162
99,189
463,166
322,274
240,462
485,80
495,450
331,239
12,322
438,204
165,21
285,219
206,410
370,302
190,8
59,20
112,105
316,16
445,325
207,276
484,381
219,245
12,471
221,141
233,457
426,183
415,467
158,215
297,58
248,111
200,211
429,58
39,386
127,182
360,161
392,114
449,358
135,75
316,293
189,493
31,460
420,119
8,127
489,245
75,146
478,426
332,441
74,271
127,316
155,223
60,281
45,224
398,178
8,179
149,186
9,348
336,192
262,212
490,319
63,465
354,388
52,476
285,31
14,193
306,32
89,283
326,80
383,15
174,467
376,327
434,397
328,422
463,353
344,252
372,245
