x,y
256,447
24,262
177,238
155,365
457,79
95,38
460,330
444,333
161,413
265,306
422,200
23,427
289,298
433,73
101,26
144,333
246,282
205,131
92,210
334,184
293,496
388,272
429,336
499,323
64,77
408,297
236,177
366,259
242,278
455,110
97,205
245,371
218,203
96,425
2,345
467,14
375,89
173,95
30,130
11,234
339,67
55,181
483,476
36,190
177,328
197,463
29,134
320,458
92,410
452,349
122,210
422,194
267,187
236,283
323,332
385,394
2,284
433,415
27,346
155,296
436,299
370,345
156,260
197,211
123,198
383,217
172,100
79,413
483,205
192,273
242,316
180,5
109,399
353,477
160,17
87,296
490,418
154,91
375,311
390,239
114,427
195,487
379,355
439,218
388,260
267,235
144,222
236,165
110,56
375,467
244,249
474,392
40,251
124,283
180,411
319,413
356,377
46,479
230,361
276,337
135,236
383,484
470,3
101,499
268,344
219,50
170,313
361,242
266,171
134,451
87,427
400,389
11,263
35,104
3,429
447,338
1,258
311,413
363,66
431,449
6,98
497,301
13,428
397,35
314,341
344,26
333,429
484,410
1,489
158,393
239,114
408,155
468,205
373,66
224,456
369,139
74,224
98,343
393,393
132,182
234,32
439,53
71,28
74,417
496,427
187,143
297,46
198,129
114,141
197,449
409,374
386,31
475,473
487,141
347,223
409,265
188,483
438,224
305,253
451,108
428,169
64,145
190,469
59,114
301,126
395,351
114,377
177,496
164,430
429,208
330,357
447,410
265,278
10,172
176,432
468,404
313,298
378,368
50,76
202,436
67,421
34,31
34,161
341,465
434,344
260,76
449,260
160,78
492,286
383,352
316,68
394,13
67,86
323,419
179,38
38,149
71,338
139,425
236,352
176,415
153,409
89,419
487,218
334,417
378,225
205,402
172,385
76,477
55,497
150,224
83,378
243,232
372,21
150,270
245,393
486,62
344,432
306,390
116,101
120,281
480,366
54,132
148,264
254,349
32,70
491,338
6,443
208,303
215,276
300,296
306,80
171,19
209,496
157,308
354,294
431,304
429,496
21,97
407,154
124,223
4,378
380,492
328,292
448,441
290,300
425,62
240,82
332,269
278,15
381,487
406,243
5,342
231,177
255,344
346,299
497,484
357,495
433,448
400,311
455,166
109,393
112,385
263,40
190,270
329,129
181,170
164,498
376,210
448,283
196,0
234,405
54,450
409,366
470,184
292,179
382,194
265,38
471,437
98,394
476,121
107,466
420,290
438,352
140,117
96,237
333,233
165,213
291,462
345,152
0,80
378,10
492,123
412,379
40,30
463,176
356,156
484,48
34,336
127,339
51,326
19,174
425,92
323,271
63,492
230,454
203,432
148,106
276,25
20,138
245,54
460,25
256,441
413,418
267,485
53,298
439,352
321,246
144,428
365,326
420,310
23,126
222,499
325,187
137,15
20,430
433,164
195,296
454,341
440,150
129,114
27,31
295,142
432,68
368,108
328,334
250,477
172,42
167,14
199,375
62,276
221,7
66,398
290,277
397,445
402,294
342,412
38,90
16,389
440,317
491,312
220,119
111,163
203,487
335,254
455,363
464,170
246,206
204,160
138,196
468,100
478,316
270,124
197,246
126,191
396,183
317,473
319,486
313,135
346,370
184,141
230,16
337,86
163,51
75,66
308,485
168,296
98,439
392,170
157,182
113,164
343,137
168,204
240,444
128,354
155,262
376,480
406,19
255,303
18,450
173,320
494,95
218,405
56,123
296,496
194,250
22,87
251,442
384,69
302,238
356,32
429,29
100,487
417,386
458,98
14,138
267,232
76,327
490,31
56,151
306,67
59,126
106,248
471,331
492,457
488,40
154,293
43,258
203,11
288,28
426,82
395,347
184,48
79,378
190,255
487,336
468,188
366,97
15,164
380,36
30,194
498,68
282,276
457,14
495,272
186,266
132,141
445,464
69,172
426,216
435,82
269,126
387,186
262,417
59,403
343,109
63,302
451,161
115,222
375,346
279,16
391,157
53,446
340,132
271,288
376,282
313,389
138,267
429,358
78,141
438,15
368,57
403,247
144,4
104,492
85,123
93,304
299,448
274,403
188,259
2,378
443,139
442,378
92,269
49,26
108,340
273,428
163,443
92,302
64,149
34,405
76,192
94,457
194,67
239,282
498,388
462,343
315,442
292,85
271,163
155,436
495,56
265,97
42,238
220,242
370,91
32,25
33,444
34,292
289,325
180,41
123,203
237,435
199,212
418,43
171,288
338,313
437,219
31,327
214,412
105,168
57,34
363,383
416,171
56,249
296,368
130,347
274,286
297,301
440,458
426,223
275,65
396,476
66,275
182,182
250,78
99,240
303,466
61,400
350,390
245,183
407,405
427,87
360,21
264,258
249,150
134,13
230,172
470,457
210,429
141,246
460,162
278,209
386,289
318,321
310,59
269,154
303,213
301,128
316,165
62,89
169,442
175,43
124,80
413,236
308,236
140,30
204,65
479,270
26,449
438,274
105,370
33,472
258,216
189,86
474,498
425,70
45,177
322,210
214,166
199,50
472,385
473,23
354,16
341,13
134,289
171,377
2,157
369,107
409,276
92,401
360,393
36,121
432,367
460,81
246,247
110,259
128,90
12,253
311,273
257,49
385,140
365,451
115,315
468,313
366,380
238,111
199,212
129,245
120,118
440,414
162,386
126,390
9,231
270,218
453,330
446,38
46,367
275,6
229,226
335,249
377,310
99,164
103,227
315,482
258,191
475,408
106,318
420,492
135,394
383,101
159,292
64,252
424,327
394,30
108,493
138,476
339,279
301,457
235,407
281,412
385,328
150,432
240,425
2,400
371,410
297,250
469,203
459,95
284,249
222,480
221,52
191,364
19,201
279,386
255,20
58,123
65,381
413,338
26,432
171,168
214,298
273,204
263,118
134,270
170,439
31,353
126,90
16,308
185,363
345,476
102,309
392,143
448,149
298,432
436,367
417,388
367,341
406,239
467,331
137,66
11,6
262,407
145,220
276,440
9,42
193,44
165,307
310,334
171,181
353,368
67,11
181,459
23,395
406,337
481,182
217,178
272,461
35,128
113,364
488,402
312,190
189,182
43,202
64,63
63,417
190,11
186,489
405,239
112,415
355,288
195,23
281,30
266,97
28,311
400,403
160,300
418,143
381,453
420,310
201,312
92,265
11,479
162,89
60,189
137,174
364,86
333,10
454,277
185,135
180,416
378,168
55,476
180,249
189,154
25,389
281,15
288,285
169,111
129,268
53,444
368,71
263,265
159,465
383,194
477,371
366,270
217,482
338,447
180,169
452,175
197,231
280,115
272,479
323,186
363,91
253,70
122,460
131,304
117,497
362,74
286,472
99,85
339,63
450,321
39,406
356,398
139,95
90,236
252,499
120,483
178,277
286,60
386,193
478,309
34,145
480,23
279,374
308,187
354,41
488,266
110,466
31,388
449,473
144,13
244,468
320,383
445,413
110,66
244,408
467,266
166,340
214,337
458,72
466,326
168,67
485,362
54,369
360,497
222,286
434,26
108,222
200,218
47,258
248,344
207,208
18,399
276,36
307,309
293,141
139,232
64,44
471,383
485,202
85,17
413,135
313,495
244,176
483,321
39,270
293,421
346,131
173,487
301,379
93,232
163,478
286,147
221,245
98,494
223,473
252,223
307,121
37,399
266,99
420,223
293,181
389,347
258,205
433,152
170,37
304,89
170,390
355,365
157,279
477,161
149,8
118,135
60,73
222,66
382,215
192,226
434,134
484,153
257,178
490,335
342,365
32,177
58,396
48,10
271,73
395,105
468,472
210,471
225,130
34,328
427,431
31,318
207,482
312,392
423,489
381,341
431,135
478,320
425,175
399,295
245,120
66,134
379,176
301,422
382,481
197,15
231,98
240,13
467,41
127,8
354,492
115,66
443,423
363,283
354,123
346,170
403,138
213,203
47,56
95,403
382,298
325,263
305,33
455,404
75,481
444,8
306,77
285,382
365,337
451,86
448,199
395,87
233,126
407,124
5,207
86,6
60,117
327,461
277,179
81,404
205,142
259,457
139,494
217,442
290,325
309,404
440,318
54,403
101,97
68,92
73,36
114,187
343,463
249,423
426,263
140,101
268,219
205,246
59,142
350,448
110,46
395,483
266,314
466,349
279,338
345,347
264,358
221,381
90,396
95,84
409,385
135,51
191,269
428,109
313,74
369,366
418,25
251,242
185,209
266,336
292,281
359,233
88,194
75,114
158,113
370,313
76,69
204,275
483,105
449,117
376,460
175,73
86,440
280,185
91,464
96,214
97,442
306,301
329,85
234,128
379,438
35,266
402,479
363,275
239,444
51,473
214,415
155,377
454,391
302,88
474,99
278,81
20,462
131,40
102,29
263,424
321,355
312,178
32,333
262,19
145,170
128,183
241,463
173,113
252,246
88,220
147,174
298,419
84,34
340,23
88,485
402,68
241,222
76,65
322,237
402,370
396,226
7,269
350,221
228,67
473,11
288,161
330,409
427,233
486,395
58,414
348,269
144,404
6,437
4,40
190,481
450,251
498,359
318,10
348,213
387,385
145,348
350,53
349,140
314,379
374,201
43,73
319,180
336,430
335,70
352,286
149,411
369,236
131,412
147,81
14,324
202,211
427,182
86,206
70,229
336,310
120,228
491,429
427,310
145,96
173,463
188,482
176,17
27,268
370,140
68,95
376,206
499,368
130,419
40,52
489,266
107,117
267,82
30,74
438,318
458,11
68,42
146,420
25,301
362,440
203,378
334,233
2,230
345,218
293,256
177,137
403,18
5,47
258,165
96,1
436,440
110,293
272,202
265,128
193,107
493,395
51,303
186,378
489,18
137,164
194,123
380,304
170,37
402,231
235,325
120,69
54,112
481,237
75,211
381,298
308,290
53,79
179,106
288,217
186,463
433,314
81,253
438,472
170,92
192,243
207,497
153,470
498,404
199,241
321,223
202,63
351,162
283,398
109,436
233,465
255,135
206,22
407,226
93,271
207,258
186,423
30,352
250,418
459,130
112,325
119,211
454,66
358,334
141,10
296,62
461,73
175,51
154,247
356,160
246,466
40,452
129,283
156,348
424,33
380,113
6,416
278,149
60,226
174,67
189,192
342,43
94,457
6,347
225,262
216,8
202,141
492,292
136,39
473,377
332,45
301,42
363,104
104,102
384,30
231,331
6,47
285,382
154,147
395,485
475,470
105,248
393,230
58,379
129,254
461,209
376,73
98,368
84,97
302,89
164,209
77,368
452,488
215,496
302,160
482,98
66,352
469,120
118,200
469,27
196,3
83,343
488,98
348,474
177,354
354,223
375,446
108,474
43,125
212,436
322,346
392,307
188,408
104,3
461,485
86,72
88,187
112,192
464,179
47,66
290,116
100,265
42,270
402,10
125,459
51,89
80,231
463,343
115,247
285,90
254,90
106,95
102,486
94,472
272,477
308,284
25,56
27,261
444,426
52,345
293,30
80,73
201,459
462,263
81,211
154,366
360,46
346,7
62,93
190,95
414,174
50,109
222,79
42,491
480,54
85,409
134,335
450,360
317,114
168,461
427,332
87,435
38,177
418,371
10,142
88,240
425,384
412,57
225,227
49,234
476,425
213,64
58,87
80,357
217,77
459,238
435,255
161,407
460,493
253,382
166,337
396,158
393,458
451,325
213,338
475,393
408,285
240,201
220,328
298,485
358,474
157,418
342,94
269,477
418,200
193,419
348,303
298,141
452,208
270,62
443,111
129,329
369,449
477,40
445,281
374,371
78,277
206,480
103,354
97,306
5,419
477,116
28,446
428,236
354,404
443,184
462,39
181,388
259,9
466,356
251,49
29,17
78,331
92,226
411,202
270,287
468,273
337,180
379,30
62,485
232,8
387,25
438,331
184,321
231,144
388,22
107,466
407,397
443,110
283,147
5,65
356,320
56,298
45,119
235,414
353,150
20,481
366,133
220,37
300,217
219,310
180,481
101,76
94,408
450,345
412,362
220,97
87,421
463,134
389,287
354,483
103,91
443,271
113,171
470,383
428,24
434,34
308,162
396,96
371,380
250,8
237,18
489,293
85,304
193,248
52,297
404,277
185,325
318,476
175,415
445,370
178,235
346,6
130,393
9,310
469,115
385,36
95,81
198,177
230,230
263,165
138,282
265,92
454,394
343,414
466,283
295,472
248,416
272,434
409,280
355,471
449,190
137,84
165,394
324,415
478,255
109,483
6,299
249,90
232,287
204,488
133,462
162,410
338,11
394,432
220,220
286,135
408,94
494,471
302,475
422,491
322,176
30,43
471,19
180,50
331,56
490,148
375,196
411,445
99,493
224,463
371,13
36,300
198,490
281,123
237,428
454,357
321,411
478,105
116,15
164,349
378,156
417,69
86,69
100,102
197,287
68,140
301,250
376,247
85,42
433,305
270,77
6,437
325,78
243,333
442,390
270,397
287,212
395,228
498,222
2,165
151,299
165,27
489,394
402,186
457,225
331,320
323,200
328,463
154,331
486,77
458,440
163,188
278,341
73,436
22,259
348,94
165,55
72,290
232,244
386,332
224,459
235,21
488,24
143,33
465,223
14,466
397,300
134,463
55,148
395,463
410,391
66,104
412,496
139,478
308,46
94,269
349,398
166,250
310,90
94,70
31,158
402,305
241,208
354,268
415,429
130,493
324,401
115,220
407,274
346,296
437,235
399,260
78,419
278,26
81,46
453,70
47,483
489,136
115,265
55,155
61,52
198,443
29,268
23,298
77,487
375,365
299,124
253,262
437,239
60,320
75,306
239,399
287,370
430,183
382,478
267,368
122,94
401,384
6,373
179,240
94,65
161,475
437,93
192,442
371,442
319,44
186,486
458,303
497,218
398,470
101,256
155,357
477,299
169,263
99,239
477,228
214,203
246,205
0,216
217,267
340,174
491,434
278,372
424,330
324,127
171,352
311,381
338,16
119,204
155,55
370,338
146,220
344,306
321,113
494,247
91,252
246,343
126,306
120,64
298,242
78,327
177,284
152,223
197,278
95,240
475,44
460,96
341,414
140,375
76,212
25,163
47,63
62,430
212,185
92,447
356,201
269,442
71,58
454,494
471,488
227,332
270,146
221,343
255,299
184,143
433,398
454,432
244,239
130,23
103,296
190,32
308,179
99,389
46,167
125,245
170,64
213,3
252,20
162,113
11,186
93,362
306,32
124,252
23,384
400,323
388,261
213,283
183,40
80,441
389,301
335,255
469,86
347,25
227,384
499,323
44,274
119,144
479,434
119,417
147,49
182,153
172,472
13,383
269,126
85,150
492,52
41,203
124,48
465,267
194,411
220,352
337,360
497,9
267,478
12,95
73,415
393,234
302,271
410,92
256,88
411,328
198,492
421,464
409,403
46,370
293,431
237,154
253,57
43,37
284,59
81,132
246,332
113,145
197,61
180,411
298,122
137,113
274,380
159,389
418,288
336,376
112,111
311,84
76,261
410,93
84,238
447,172
194,171
496,415
145,30
218,390
55,151
18,316
373,374
194,392
27,160
239,287
200,26
380,222
496,347
359,69
482,498
432,126
471,171
249,303
68,427
17,82
381,68
33,434
182,11
367,358
305,107
26,143
118,94
128,0
426,50
141,290
28,468
176,393
360,1
433,342
397,86
456,240
235,460
487,430
410,481
378,83
165,41
420,152
307,199
80,427
340,411
481,487
233,385
244,156
185,116
6,210
395,228
332,334
376,14
472,219
316,430
113,21
85,349
464,19
243,424
467,390
408,314
19,372
230,287
66,286
35,304
402,345
490,394
260,48
134,275
40,226
236,364
261,249
300,136
358,436
437,368
446,169
34,234
361,476
279,493
329,147
42,188
256,145
150,344
406,174
227,365
432,167
25,419
228,46
308,389
248,1
245,420
343,367
247,30
442,362
104,413
113,98
408,309
4,206
434,224
127,110
254,364
45,192
445,122
411,286
498,317
347,422
81,492
430,233
346,280
457,488
415,297
362,98
284,206
171,271
224,343
293,179
93,384
344,373
453,284
154,155
2,261
237,426
409,415
115,126
403,111
40,226
429,199
181,223
398,480
418,395
235,324
6,427
154,255
351,200
365,232
31,358
20,220
382,460
0,70
446,457
423,103
352,38
21,339
216,490
226,184
117,232
213,161
287,268
392,254
48,206
71,148
263,15
421,374
437,338
314,391
219,361
175,182
404,27
346,92
31,77
328,317
270,62
197,336
52,439
229,30
329,420
179,457
273,234
339,102
209,11
480,450
277,159
193,185
481,225
424,336
318,486
264,232
43,327
82,378
134,38
205,120
60,305
117,179
421,329
293,418
40,168
437,474
129,232
403,433
402,134
164,191
10,425
303,271
494,281
398,2
443,158
129,174
117,357
325,97
87,125
106,308
452,458
493,354
252,150
198,258
187,303
103,471
126,361
484,224
228,115
152,184
154,397
366,279
394,120
280,163
2,33
178,109
476,337
179,158
126,187
188,234
103,450
495,51
274,213
239,282
483,22
438,35
271,368
396,192
26,400
469,455
363,324
0,367
445,419
82,121
479,205
305,201
57,147
304,482
434,364
63,70
44,217
325,307
318,161
480,410
483,137
72,97
442,30
91,37
273,144
244,177
63,293
398,95
163,180
66,277
291,227
409,396
376,410
14,439
263,360
407,383
416,448
171,466
300,234
113,296
298,373
102,466
186,302
212,372
364,265
400,337
488,143
205,68
194,366
95,267
71,143
139,55
282,443
399,319
43,224
222,63
219,321
464,219
66,158
83,67
469,127
112,373
33,12
337,227
400,11
135,396
490,315
158,461
54,282
297,307
112,307
437,223
30,420
357,434
150,462
198,462
326,13
56,336
74,106
295,463
402,57
292,391
67,104
15,50
453,174
241,366
42,39
173,435
275,83
305,200
100,354
370,156
33,225
76,308
94,0
146,10
83,138
423,206
86,311
232,437
119,195
229,102
243,442
237,498
313,293
317,477
294,309
125,51
355,214
381,378
218,274
397,366
235,37
379,329
18,293
277,202
369,26
460,257
62,246
356,199
295,114
73,211
491,9
485,152
153,372
294,499
137,73
34,417
184,118
360,300
425,75
105,253
286,50
444,210
368,2
282,383
60,488
179,123
190,178
254,353
197,131
97,266
465,433
223,127
370,329
90,391
380,318
119,305
447,372
89,323
402,3
446,360
481,406
308,380
205,373
30,210
65,382
341,75
458,70
307,110
240,140
463,97
243,26
236,215
229,444
62,56
433,33
137,92
315,461
344,180
452,309
238,468
477,25
268,22
157,188
182,220
393,325
295,262
164,12
417,223
57,393
360,410
202,139
148,49
352,221
429,244
40,356
344,100
443,58
351,257
279,178
237,134
419,341
215,486
272,71
268,204
146,242
313,119
352,42
188,445
195,55
27,78
292,290
90,60
18,262
232,0
268,120
173,211
209,370
433,122
163,272
473,6
58,340
227,457
478,164
431,198
475,51
17,407
200,201
387,481
226,294
263,146
322,177
286,220
201,412
152,196
164,216
464,85
361,378
97,16
26,277
478,322
123,447
433,204
93,478
382,42
38,246
268,353
15,456
276,232
483,208
215,404
241,408
185,56
451,2
160,303
86,41
217,304
162,187
328,243
373,343
242,94
307,384
262,413
453,39
74,157
276,183
208,30
68,68
113,62
448,406
74,364
438,318
457,395
181,240
373,56
94,338
366,443
71,432
223,375
73,406
167,243
271,10
183,329
295,159
229,436
181,48
287,321
202,155
234,332
192,60
319,319
406,262
94,112
322,417
416,214
28,120
359,383
242,289
161,331
7,326
359,435
207,374
276,398
306,398
10,284
171,340
83,252
39,360
335,435
339,444
334,337
248,35
67,54
210,404
308,210
6,220
236,114
31,294
5,278
243,411
121,219
177,192
357,102
336,483
268,13
350,499
178,270
68,444
461,269
174,297
80,472
268,44
304,249
395,442
246,263
217,16
49,269
474,72
216,187
427,338
176,477
162,11
193,315
39,186
308,378
208,308
284,68
148,367
457,58
318,249
155,331
196,190
207,228
278,465
280,352
162,271
453,493
342,17
436,233
225,264
8,440
35,108
72,250
298,341
194,385
122,120
252,437
62,469
215,488
234,157
15,78
281,365
103,173
383,483
476,148
460,197
388,354
6,453
103,349
14,116
485,300
167,61
395,362
426,194
353,59
247,424
244,394
17,75
378,43
360,234
214,375
2,351
177,58
143,244
65,9
353,198
373,353
137,495
331,490
168,343
171,191
356,52
443,152
177,351
4,162
96,371
479,366
495,83
92,136
269,305
245,403
492,418
29,356
46,21
211,178
40,381
340,464
152,358
267,434
497,288
281,244
93,143
432,306
203,442
333,344
89,226
389,132
171,183
215,324
470,238
221,75
92,278
435,369
185,26
23,318
167,400
431,351
387,256
71,367
380,178
285,83
203,294
171,435
39,66
82,69
492,413
181,157
23,471
291,220
394,226
255,101
404,489
337,113
94,286
184,378
212,33
44,197
290,171
28,74
469,461
239,400
466,378
48,57
18,311
361,72
128,177
67,235
364,484
468,237
400,248
117,276
205,61
354,112
105,331
271,354
232,397
167,293
115,296
236,51
474,154
384,26
372,340
84,263
96,158
236,319
134,54
93,47
144,479
445,17
96,308
434,398
494,42
407,3
43,481
451,460
222,235
445,188
362,202
293,231
269,344
433,77
342,234
246,358
8,370
454,451
309,50
85,104
320,392
330,107
249,350
106,251
87,301
455,429
215,153
372,379
174,496
269,419
114,69
46,181
54,344
351,267
499,436
36,99
211,120
306,484
54,404
155,116
146,352
398,464
430,310
373,446
467,196
9,264
233,201
294,384
303,331
491,286
477,34
499,11
15,129
369,8
395,118
113,172
51,453
23,292
166,120
154,380
81,23
159,371
122,74
478,149
172,394
127,87
220,97
349,220
94,413
386,428
176,397
261,486
98,291
297,233
492,290
234,187
441,307
197,58
391,209
72,437
255,444
248,353
224,70
227,190
51,188
43,343
34,285
10,432
128,454
318,331
424,65
153,424
22,61
214,182
279,32
99,486
248,476
213,226
423,392
42,219
287,238
205,48
88,436
379,449
336,402
443,95
365,379
15,439
295,432
249,5
115,180
146,298
403,152
97,268
299,141
301,117
480,17
150,331
497,287
34,251
129,450
13,334
466,80
403,115
7,475
37,112
483,493
261,404
453,298
417,412
406,407
332,147
496,132
358,456
141,38
37,311
9,159
17,150
183,405
412,179
294,32
216,72
48,130
214,267
487,175
385,474
376,140
70,155
46,376
402,419
367,277
11,290
171,322
230,433
368,258
137,488
194,216
173,44
473,172
447,71
452,252
35,494
485,484
484,436
290,486
468,329
485,274
209,424
407,20
460,471
441,460
87,361
65,179
299,387
11,359
478,245
233,453
311,114
327,451
320,103
294,205
384,292
194,415
408,71
440,335
281,312
4,231
466,41
420,219
472,10
311,96
278,436
223,85
210,314
68,446
12,438
355,117
448,261
482,320
210,425
255,223
209,21
62,19
392,166
206,50
406,173
327,61
56,34
23,446
333,199
64,201
34,204
181,316
284,193
80,426
171,80
472,412
399,494
213,334
84,36
21,238
473,316
62,135
180,427
159,228
281,211
4,314
20,394
204,252
228,248
151,79
140,108
263,432
415,134
471,91
1,226
397,203
328,419
91,355
177,282
107,122
17,191
346,219
22,423
117,380
381,339
407,205
8,320
61,365
499,482
173,139
287,0
252,48
199,118
150,396
54,23
375,30
250,374
2,54
463,32
269,112
208,475
234,382
257,174
109,280
101,109
378,165
419,14
147,254
393,479
494,78
15,233
253,489
418,32
239,225
16,297
372,459
80,331
425,67
207,368
193,53
468,171
48,5
228,173
236,66
20,207
215,192
350,344
125,473
35,292
71,467
233,248
378,421
355,245
365,313
298,491
314,214
77,382
73,400
26,469
263,184
359,51
127,476
67,102
61,495
487,15
238,48
488,348
467,138
205,354
12,138
203,200
346,347
122,268
332,53
496,195
332,258
311,248
34,300
198,363
383,458
85,193
427,362
421,319
293,193
354,58
407,202
207,114
406,498
342,333
116,413
115,250
254,222
417,91
361,231
76,349
316,52
225,313
124,344
27,187
401,132
248,183
299,199
458,157
87,432
124,307
248,437
304,83
123,141
145,207
49,279
200,19
242,495
333,45
14,404
446,274
276,60
314,395
200,434
367,167
271,9
364,350
200,193
488,231
60,21
340,463
477,461
276,209
150,233
168,494
367,337
0,144
393,319
42,49
84,127
285,130
193,471
435,142
278,342
114,426
25,257
464,339
315,23
219,86
155,4
29,10
33,147
175,55
266,487
459,274
465,146
450,299
5,125
480,394
267,463
283,35
385,415
251,196
159,352
219,464
42,451
16,129
312,361
300,264
239,147
478,64
265,459
127,328
348,224
225,399
265,154
127,369
130,51
139,302
326,51
472,76
444,162
356,182
196,198
146,451
244,93
387,152
431,113
246,442
58,266
20,265
126,103
61,292
186,480
458,158
438,213
355,283
45,113
359,41
35,341
87,288
359,299
373,366
205,442
495,443
28,485
279,372
298,206
208,436
87,224
21,238
143,194
326,161
2,265
269,483
267,135
404,137
182,407
85,199
257,291
133,69
184,493
36,3
438,467
275,55
337,130
455,255
350,358
165,86
270,290
335,94
418,257
486,423
159,358
198,306
269,204
134,160
426,488
0,378
263,450
400,366
40,452
356,385
273,244
71,115
28,465
280,60
293,314
104,387
5,121
443,287
467,127
481,318
452,415
146,293
320,476
469,6
217,123
252,398
264,411
112,274
430,444
494,254
59,245
18,450
456,88
45,392
450,497
235,130
165,11
41,375
163,193
172,465
23,271
111,263
480,465
222,301
462,85
221,133
94,162
350,388
412,459
388,445
23,450
186,138
110,489
274,234
239,331
409,490
146,408
261,94
321,18
255,286
69,212
144,32
86,468
1,94
474,395
20,289
32,334
307,246
31,162
4,380
328,394
211,377
448,60
80,429
68,467
369,112
255,67
325,409
347,183
370,1
39,49
172,163
301,442
268,180
26,484
465,117
49,31
175,335
35,459
357,53
219,484
122,236
465,227
93,62
104,112
159,80
302,241
30,181
131,242
48,266
228,43
237,444
105,124
417,268
195,492
83,90
246,438
258,286
173,61
106,280
218,280
263,499
371,461
295,188
188,458
238,185
341,154
291,180
228,238
441,84
416,412
211,249
394,239
287,432
350,282
324,412
357,408
58,308
450,199
163,254
375,473
123,307
373,354
136,151
55,241
79,80
297,438
255,150
207,187
348,18
103,138
79,322
69,337
154,298
251,492
439,494
55,274
169,239
244,370
456,444
60,321
32,192
153,74
340,471
115,474
313,264
66,245
410,11
408,143
305,453
54,370
163,462
42,212
104,248
25,266
202,145
209,365
384,124
115,171
425,419
152,305
379,173
141,246
370,222
73,123
430,307
35,498
307,430
367,242
264,388
354,86
305,269
167,316
22,82
196,460
150,326
473,170
66,317
429,352
69,312
294,199
22,366
145,277
422,104
230,212
88,3
299,91
27,183
249,197
217,75
176,297
98,263
498,450
189,49
37,269
355,40
185,298
393,185
138,451
266,292
377,457
105,264
372,324
36,410
284,486
210,427
250,6
69,475
121,431
381,205
35,210
401,150
60,248
296,300
393,243
386,178
392,408
38,428
338,316
462,454
93,243
133,81
435,478
35,53
143,427
88,158
445,396
76,51
447,32
106,363
269,434
337,109
349,93
94,134
149,336
456,312
176,395
115,68
149,413
436,198
489,387
168,139
224,421
384,257
38,368
451,239
25,329
178,417
137,132
18,83
17,80
343,215
339,382
295,452
87,8
179,128
9,460
84,123
80,355
455,229
208,428
45,124
127,114
258,352
70,247
474,181
227,5
92,141
293,185
314,443
243,194
231,467
399,111
203,310
68,402
81,173
7,443
410,404
425,356
307,258
445,493
235,154
232,246
103,152
362,411
287,5
115,376
451,210
338,392
170,349
199,92
420,439
86,336
74,426
225,84
225,352
119,4
108,108
289,363
446,457
37,295
182,429
186,409
221,225
489,34
293,425
130,37
437,292
215,448
455,430
385,440
365,340
88,452
40,205
263,461
102,288
40,22
83,446
31,117
177,316
15,171
111,301
291,221
54,65
169,427
17,348
234,272
387,123
383,494
145,383
65,55
397,396
239,135
320,448
482,75
31,353
276,92
338,425
488,15
221,340
370,293
251,259
327,340
304,180
191,370
44,424
312,217
454,397
113,355
147,246
447,339
59,73
1,40
169,275
73,341
88,308
299,296
322,21
49,120
308,96
86,499
318,56
88,146
216,432
143,275
348,449
222,300
75,45
213,203
279,412
62,366
180,267
446,417
489,272
46,380
408,421
388,399
482,237
466,210
163,174
410,93
181,354
426,473
267,192
312,299
84,47
215,289
407,417
286,13
454,419
457,323
106,338
22,47
95,431
179,156
5,213
158,459
198,319
346,253
410,136
4,327
455,310
134,16
193,207
247,376
62,302
493,9
455,380
441,365
14,214
105,137
178,301
91,171
499,306
65,0
486,345
100,186
390,405
345,91
119,446
209,194
47,391
320,259
407,440
435,79
150,441
187,156
430,257
112,124
268,81
310,493
15,290
484,87
21,155
368,138
202,50
154,119
23,450
329,347
246,95
431,5
447,295
218,108
361,490
477,346
490,445
461,140
165,57
64,173
122,371
181,374
82,311
434,406
268,68
84,50
176,195
85,359
394,131
363,439
60,119
389,23
184,201
398,19
404,144
230,64
338,267
301,234
41,316
57,127
326,392
2,130
268,6
247,468
17,366
220,5
353,304
152,492
151,116
78,266
90,162
387,187
318,240
459,160
141,200
181,159
433,403
88,336
488,204
428,478
319,182
329,93
315,382
398,161
385,275
26,473
296,250
356,72
306,460
93,468
257,8
282,193
493,476
180,428
35,185
449,308
58,197
365,484
318,371
208,477
90,142
149,167
130,443
203,302
335,119
112,116
454,24
126,316
24,77
390,474
375,208
259,119
184,482
90,350
328,400
57,38
54,118
493,164
469,96
299,406
91,7
228,365
129,213
62,359
486,313
32,441
149,277
293,55
191,120
254,168
29,66
319,351
294,269
449,48
338,482
143,482
326,480
200,281
173,343
269,37
221,187
178,61
162,231
307,344
144,415
253,382
246,469
433,430
490,461
312,311
285,287
37,290
109,131
196,285
493,153
399,429
64,138
129,257
439,60
336,495
423,368
31,342
260,217
465,272
379,272
51,169
11,238
298,333
114,79
115,185
134,483
498,267
306,177
199,77
55,359
135,39
476,119
304,387
67,276
383,192
492,187
208,371
257,413
70,299
305,180
367,171
160,267
293,67
190,129
377,28
341,491
180,75
305,144
3,149
384,357
89,184
72,319
253,59
104,328
251,303
53,26
79,72
274,461
331,140
441,435
200,197
346,62
285,75
497,291
430,405
246,85
67,476
20,17
468,358
102,494
444,389
77,146
357,430
334,341
478,119
21,310
305,357
139,419
279,61
257,313
202,319
471,3
126,390
345,61
207,72
134,243
457,430
25,115
429,33
165,125
30,337
456,41
429,24
